,post,likes,sponsored,nPost,followers,followees,nIgtv,business,verified,day,month,hour_of_day,category
8082,2021-09-16_11-23-49_UTC,901,0,2560,43913,770,0,0,0,Thursday,9,12.0,Other
8083,2021-09-15_11-00-31_UTC,505,0,2560,43913,770,0,0,0,Wednesday,9,12.0,Other
8086,2021-09-13_11-39-56_UTC,858,0,2560,43913,770,0,0,0,Monday,9,12.0,Other
8087,2021-09-12_18-56-42_UTC,197,0,2560,43913,770,0,0,0,Sunday,9,19.0,Other
8088,2021-09-11_12-14-53_UTC,716,0,2560,43913,770,0,0,0,Saturday,9,13.0,Other
8089,2021-09-09_11-43-42_UTC,728,0,2560,43913,770,0,0,0,Thursday,9,12.0,Other
8090,2021-09-08_11-03-22_UTC,695,0,2560,43913,770,0,0,0,Wednesday,9,12.0,Other
8092,2021-09-04_12-19-21_UTC,638,0,2560,43913,770,0,0,0,Saturday,9,13.0,Other
8093,2021-09-02_11-13-28_UTC,526,0,2560,43913,770,0,0,0,Thursday,9,12.0,Other
8094,2021-09-01_10-33-52_UTC,474,0,2560,43913,770,0,0,0,Wednesday,9,11.0,Other
8096,2021-08-30_11-16-49_UTC,476,0,2560,43913,770,0,0,0,Monday,8,12.0,Other
8097,2021-08-28_11-49-11_UTC,1214,0,2560,43913,770,0,0,0,Saturday,8,12.0,Other
8099,2021-08-26_14-31-18_UTC,367,0,2560,43913,770,0,0,0,Thursday,8,15.0,Other
8100,2021-08-25_12-22-00_UTC,511,0,2560,43913,770,0,0,0,Wednesday,8,13.0,Other
8102,2021-08-23_11-34-09_UTC,555,0,2560,43913,770,0,0,0,Monday,8,12.0,Other
8103,2021-08-21_13-01-11_UTC,730,0,2560,43913,770,0,0,0,Saturday,8,14.0,Other
8107,2021-08-19_10-48-30_UTC,593,0,2560,43913,770,0,0,0,Thursday,8,11.0,Other
8108,2021-08-18_11-11-04_UTC,780,0,2560,43913,770,0,0,0,Wednesday,8,12.0,Other
8110,2021-08-16_10-36-22_UTC,586,0,2560,43913,770,0,0,0,Monday,8,11.0,Other
8111,2021-08-15_16-06-58_UTC,470,0,2560,43913,770,0,0,0,Sunday,8,17.0,Other
8112,2021-08-14_12-04-09_UTC,481,0,2560,43913,770,0,0,0,Saturday,8,13.0,Other
8114,2021-08-12_12-09-02_UTC,373,0,2560,43913,770,0,0,0,Thursday,8,13.0,Other
8115,2021-08-11_10-49-09_UTC,633,0,2560,43913,770,0,0,0,Wednesday,8,11.0,Other
8118,2021-08-09_11-24-12_UTC,468,0,2560,43913,770,0,0,0,Monday,8,12.0,Other
8121,2021-08-05_12-41-49_UTC,870,0,2560,43913,770,0,0,0,Thursday,8,13.0,Other
8124,2021-08-02_11-53-55_UTC,902,0,2560,43913,770,0,0,0,Monday,8,12.0,Other
8125,2021-08-01_13-06-18_UTC,236,0,2560,43913,770,0,0,0,Sunday,8,14.0,Other
8130,2021-07-26_11-19-28_UTC,392,0,2560,43913,770,0,0,0,Monday,7,12.0,Other
8131,2021-07-21_13-00-25_UTC,604,0,2560,43913,770,0,0,0,Wednesday,7,14.0,Other
8132,2021-07-19_12-04-58_UTC,597,0,2560,43913,770,0,0,0,Monday,7,13.0,Other
8133,2021-07-17_11-35-18_UTC,503,0,2560,43913,770,0,0,0,Saturday,7,12.0,Other
8137,2021-07-14_13-14-36_UTC,272,0,2560,43913,770,0,0,0,Wednesday,7,14.0,Other
8138,2021-07-13_22-11-27_UTC,707,0,2560,43913,770,0,0,0,Tuesday,7,23.0,Other
8139,2021-07-12_12-12-22_UTC,514,0,2560,43913,770,0,0,0,Monday,7,13.0,Other
8141,2021-07-10_11-44-27_UTC,675,0,2560,43913,770,0,0,0,Saturday,7,12.0,Other
8147,2021-07-02_12-29-07_UTC,803,0,2560,43913,770,0,0,0,Friday,7,13.0,Other
8149,2021-06-30_11-27-16_UTC,767,0,2560,43913,770,0,0,0,Wednesday,6,12.0,Other
8150,2021-06-29_14-43-55_UTC,666,0,2560,43913,770,0,0,0,Tuesday,6,15.0,Other
8152,2021-06-26_12-17-34_UTC,715,0,2560,43913,770,0,0,0,Saturday,6,13.0,Other
8153,2021-06-25_12-02-09_UTC,750,0,2560,43913,770,0,0,0,Friday,6,13.0,Other
8154,2021-06-24_18-19-49_UTC,513,0,2560,43913,770,0,0,0,Thursday,6,19.0,Other
8155,2021-06-23_16-13-18_UTC,1147,0,2560,43913,770,0,0,0,Wednesday,6,17.0,Other
8156,2021-06-23_11-25-06_UTC,1535,0,2560,43913,770,0,0,0,Wednesday,6,12.0,Other
8158,2021-06-16_11-28-26_UTC,923,0,2560,43913,770,0,0,0,Wednesday,6,12.0,Other
8159,2021-06-15_11-42-53_UTC,543,0,2560,43913,770,0,0,0,Tuesday,6,12.0,Other
8161,2021-06-11_11-52-28_UTC,583,0,2560,43913,770,0,0,0,Friday,6,12.0,Other
8164,2021-06-09_12-46-44_UTC,706,0,2560,43913,770,0,0,0,Wednesday,6,13.0,Other
8168,2021-06-05_11-53-36_UTC,607,0,2560,43913,770,0,0,0,Saturday,6,12.0,Other
8170,2021-06-03_11-59-52_UTC,772,0,2560,43913,770,0,0,0,Thursday,6,12.0,Other
8171,2021-06-02_13-24-50_UTC,750,0,2560,43913,770,0,0,0,Wednesday,6,14.0,Other
8172,2021-06-01_14-33-00_UTC,1061,0,2560,43913,770,0,0,0,Tuesday,6,15.0,Other
8173,2021-05-31_15-10-06_UTC,592,0,2560,43913,770,0,0,0,Monday,5,16.0,Other
8174,2021-05-29_12-09-14_UTC,616,0,2560,43913,770,0,0,0,Saturday,5,13.0,Other
8178,2021-05-25_13-52-56_UTC,501,0,2560,43913,770,0,0,0,Tuesday,5,14.0,Other
8179,2021-05-24_15-20-41_UTC,864,0,2560,43913,770,0,0,0,Monday,5,16.0,Other
8180,2021-05-21_12-37-41_UTC,622,0,2560,43913,770,0,0,0,Friday,5,13.0,Other
8182,2021-05-18_17-36-03_UTC,388,0,2560,43913,770,0,0,0,Tuesday,5,18.0,Other
8183,2021-05-15_13-08-16_UTC,573,0,2560,43913,770,0,0,0,Saturday,5,14.0,Other
8185,2021-05-12_14-31-24_UTC,539,0,2560,43913,770,0,0,0,Wednesday,5,15.0,Other
8187,2021-05-10_11-30-40_UTC,639,0,2560,43913,770,0,0,0,Monday,5,12.0,Other
8192,2021-05-05_11-50-26_UTC,1101,0,2560,43913,770,0,0,0,Wednesday,5,12.0,Other
8194,2021-05-03_11-31-24_UTC,535,0,2560,43913,770,0,0,0,Monday,5,12.0,Other
8196,2021-05-01_14-47-38_UTC,1019,0,2560,43913,770,0,0,0,Saturday,5,15.0,Other
8197,2021-04-30_11-44-33_UTC,759,0,2560,43913,770,0,0,0,Friday,4,12.0,Other
8198,2021-04-29_14-47-45_UTC,590,0,2560,43913,770,0,0,0,Thursday,4,15.0,Other
8201,2021-04-26_11-00-34_UTC,604,0,2560,43913,770,0,0,0,Monday,4,12.0,Other
8202,2021-04-25_12-05-13_UTC,766,0,2560,43913,770,0,0,0,Sunday,4,13.0,Other
8206,2021-04-21_11-54-10_UTC,853,0,2560,43913,770,0,0,0,Wednesday,4,12.0,Other
8207,2021-04-20_14-31-15_UTC,772,0,2560,43913,770,0,0,0,Tuesday,4,15.0,Other
8211,2021-04-15_14-18-33_UTC,2503,0,2560,43913,770,0,0,0,Thursday,4,15.0,Other
8214,2021-04-12_11-01-41_UTC,606,0,2560,43913,770,0,0,0,Monday,4,12.0,Other
8216,2021-04-09_13-12-11_UTC,726,0,2560,43913,770,0,0,0,Friday,4,14.0,Other
8217,2021-04-08_16-29-27_UTC,436,0,2560,43913,770,0,0,0,Thursday,4,17.0,Other
8221,2021-04-04_17-36-21_UTC,659,0,2560,43913,770,0,0,0,Sunday,4,18.0,Other
8224,2021-03-31_15-59-00_UTC,168,1,2560,43913,770,0,0,0,Wednesday,3,16.0,Other
8225,2021-03-30_14-01-55_UTC,615,0,2560,43913,770,0,0,0,Tuesday,3,15.0,Other
8226,2021-03-28_13-41-53_UTC,200,1,2560,43913,770,0,0,0,Sunday,3,14.0,Other
8227,2021-03-27_13-02-32_UTC,517,0,2560,43913,770,0,0,0,Saturday,3,14.0,Other
8228,2021-03-26_14-42-16_UTC,689,0,2560,43913,770,0,0,0,Friday,3,15.0,Other
8229,2021-03-25_15-03-11_UTC,525,0,2560,43913,770,0,0,0,Thursday,3,16.0,Other
8231,2021-03-23_14-53-49_UTC,815,0,2560,43913,770,0,0,0,Tuesday,3,15.0,Other
8233,2021-03-21_14-06-28_UTC,1107,0,2560,43913,770,0,0,0,Sunday,3,15.0,Other
8235,2021-03-20_13-40-30_UTC,762,0,2560,43913,770,0,0,0,Saturday,3,14.0,Other
8236,2021-03-20_00-01-17_UTC,418,0,2560,43913,770,0,0,0,Saturday,3,1.0,Other
8240,2021-03-17_14-03-55_UTC,587,0,2560,43913,770,0,0,0,Wednesday,3,15.0,Other
8246,2021-03-11_16-06-05_UTC,663,0,2560,43913,770,0,0,0,Thursday,3,17.0,Other
8247,2021-03-10_16-49-58_UTC,976,0,2560,43913,770,0,0,0,Wednesday,3,17.0,Other
8252,2021-03-05_14-04-38_UTC,533,0,2560,43913,770,0,0,0,Friday,3,15.0,Other
8254,2021-03-03_15-51-35_UTC,662,0,2560,43913,770,0,0,0,Wednesday,3,16.0,Other
8257,2021-02-27_14-05-30_UTC,888,0,2560,43913,770,0,0,0,Saturday,2,15.0,Other
8262,2021-02-22_12-19-31_UTC,737,0,2560,43913,770,0,0,0,Monday,2,13.0,Other
8267,2021-02-17_15-04-16_UTC,696,0,2560,43913,770,0,0,0,Wednesday,2,16.0,Other
8269,2021-02-15_14-19-30_UTC,1045,0,2560,43913,770,0,0,0,Monday,2,15.0,Other
8270,2021-02-14_15-31-26_UTC,720,0,2560,43913,770,0,0,0,Sunday,2,16.0,Other
8272,2021-02-12_12-35-39_UTC,702,0,2560,43913,770,0,0,0,Friday,2,13.0,Other
8274,2021-02-10_15-21-41_UTC,861,0,2560,43913,770,0,0,0,Wednesday,2,16.0,Other
8278,2021-02-07_14-16-40_UTC,1838,0,2560,43913,770,0,0,0,Sunday,2,15.0,Other
8285,2021-01-31_15-33-40_UTC,671,0,2560,43913,770,0,0,0,Sunday,1,16.0,Other
8289,2021-01-27_16-11-29_UTC,957,0,2560,43913,770,0,0,0,Wednesday,1,17.0,Other
8292,2021-01-24_16-52-34_UTC,464,1,2560,43913,770,0,0,0,Sunday,1,17.0,Other
8293,2021-01-23_15-09-17_UTC,931,0,2560,43913,770,0,0,0,Saturday,1,16.0,Other
8296,2021-01-20_15-03-44_UTC,675,0,2560,43913,770,0,0,0,Wednesday,1,16.0,Other
8298,2021-01-18_14-03-18_UTC,1261,0,2560,43913,770,0,0,0,Monday,1,15.0,Other
8299,2021-01-17_21-35-19_UTC,334,1,2560,43913,770,0,0,0,Sunday,1,22.0,Other
8305,2021-01-11_16-00-19_UTC,530,0,2560,43913,770,0,0,0,Monday,1,17.0,Other
8306,2021-01-10_14-59-57_UTC,812,0,2560,43913,770,0,0,0,Sunday,1,15.0,Other
8308,2021-01-08_16-01-16_UTC,1051,0,2560,43913,770,0,0,0,Friday,1,17.0,Other
8311,2021-01-04_12-54-20_UTC,767,0,2560,43913,770,0,0,0,Monday,1,13.0,Other
8313,2021-01-02_14-07-00_UTC,1277,0,2560,43913,770,0,0,0,Saturday,1,15.0,Other
8334,2021-10-01_02-12-42_UTC,2119,0,3116,86569,2334,47,0,1,Friday,10,3.0,Other
8336,2021-09-20_15-43-05_UTC,1786,0,3116,86569,2334,47,0,1,Monday,9,16.0,Other
8337,2021-09-20_00-24-42_UTC,692,0,3116,86569,2334,47,0,1,Monday,9,1.0,Other
8363,2021-06-18_23-14-27_UTC,995,0,3116,86569,2334,47,0,1,Saturday,6,0.0,Other
8364,2021-06-17_22-21-57_UTC,900,0,3116,86569,2334,47,0,1,Thursday,6,23.0,Other
8373,2021-05-24_21-53-47_UTC,567,0,3116,86569,2334,47,0,1,Monday,5,22.0,Other
8379,2021-05-09_03-00-19_UTC,2764,0,3116,86569,2334,47,0,1,Sunday,5,4.0,Other
8382,2021-04-29_22-45-34_UTC,1480,0,3116,86569,2334,47,0,1,Thursday,4,23.0,Other
8390,2021-03-26_03-45-10_UTC,2795,0,3116,86569,2334,47,0,1,Friday,3,4.0,Other
8391,2021-03-24_23-03-55_UTC,2715,0,3116,86569,2334,47,0,1,Thursday,3,0.0,Other
8394,2021-03-13_03-50-34_UTC,3490,0,3116,86569,2334,47,0,1,Saturday,3,4.0,Other
8396,2021-03-05_18-33-03_UTC,1793,0,3116,86569,2334,47,0,1,Friday,3,19.0,Other
8400,2021-02-23_21-34-45_UTC,1041,0,3116,86569,2334,47,0,1,Tuesday,2,22.0,Other
8407,2021-02-11_19-36-01_UTC,4827,0,3116,86569,2334,47,0,1,Thursday,2,20.0,Other
8409,2021-02-07_03-14-24_UTC,8385,0,3116,86569,2334,47,0,1,Sunday,2,4.0,Other
8417,2021-01-18_16-52-42_UTC,4752,0,3116,86569,2334,47,0,1,Monday,1,17.0,Other
8421,2021-01-09_22-00-16_UTC,4395,0,3116,86569,2334,47,0,1,Saturday,1,23.0,Other
8422,2021-01-04_01-07-39_UTC,1175,0,3116,86569,2334,47,0,1,Monday,1,2.0,Other
8424,2021-01-01_04-57-06_UTC,1451,0,3116,86569,2334,47,0,1,Friday,1,5.0,Other
8425,2021-12-03_02-25-21_UTC,132,0,4855,22644,2581,6,0,0,Friday,12,3.0,Other
8426,2021-11-27_14-19-28_UTC,67,0,4855,22644,2581,6,0,0,Saturday,11,15.0,Other
8431,2021-11-07_01-37-23_UTC,474,0,4855,22644,2581,6,0,0,Sunday,11,2.0,Other
8435,2021-10-24_18-08-08_UTC,235,0,4855,22644,2581,6,0,0,Sunday,10,19.0,Other
8436,2021-10-23_18-48-25_UTC,562,0,4855,22644,2581,6,0,0,Saturday,10,19.0,Other
8439,2021-10-20_21-48-47_UTC,164,0,4855,22644,2581,6,0,0,Wednesday,10,22.0,Other
8440,2021-10-18_02-31-30_UTC,151,0,4855,22644,2581,6,0,0,Monday,10,3.0,Other
8442,2021-10-10_20-25-49_UTC,1204,0,4855,22644,2581,6,0,0,Sunday,10,21.0,Other
8443,2021-10-10_00-31-58_UTC,481,0,4855,22644,2581,6,0,0,Sunday,10,1.0,Other
8447,2021-10-02_15-22-47_UTC,264,0,4855,22644,2581,6,0,0,Saturday,10,16.0,Other
8448,2021-10-02_02-09-26_UTC,322,0,4855,22644,2581,6,0,0,Saturday,10,3.0,Other
8452,2021-09-11_02-45-49_UTC,312,0,4855,22644,2581,6,0,0,Saturday,9,3.0,Other
8453,2021-09-10_02-05-21_UTC,231,0,4855,22644,2581,6,0,0,Friday,9,3.0,Other
8457,2021-08-26_16-55-24_UTC,428,0,4855,22644,2581,6,0,0,Thursday,8,17.0,Other
8458,2021-08-24_22-39-20_UTC,350,0,4855,22644,2581,6,0,0,Tuesday,8,23.0,Other
8459,2021-08-24_00-55-02_UTC,688,0,4855,22644,2581,6,0,0,Tuesday,8,1.0,Other
8460,2021-08-23_15-41-45_UTC,319,0,4855,22644,2581,6,0,0,Monday,8,16.0,Other
8466,2021-08-07_18-58-31_UTC,326,0,4855,22644,2581,6,0,0,Saturday,8,19.0,Other
8467,2021-08-04_20-00-12_UTC,222,0,4855,22644,2581,6,0,0,Wednesday,8,21.0,Other
8469,2021-07-19_01-20-22_UTC,324,0,4855,22644,2581,6,0,0,Monday,7,2.0,Other
8471,2021-07-09_15-06-25_UTC,247,0,4855,22644,2581,6,0,0,Friday,7,16.0,Other
8473,2021-06-14_21-03-46_UTC,250,0,4855,22644,2581,6,0,0,Monday,6,22.0,Other
8474,2021-06-11_21-01-43_UTC,189,0,4855,22644,2581,6,0,0,Friday,6,22.0,Other
8475,2021-06-08_17-20-38_UTC,316,0,4855,22644,2581,6,0,0,Tuesday,6,18.0,Other
8476,2021-06-06_19-05-32_UTC,310,0,4855,22644,2581,6,0,0,Sunday,6,20.0,Other
8477,2021-06-05_14-21-44_UTC,323,0,4855,22644,2581,6,0,0,Saturday,6,15.0,Other
8480,2021-05-30_14-55-51_UTC,342,0,4855,22644,2581,6,0,0,Sunday,5,15.0,Other
8482,2021-05-27_00-22-29_UTC,245,0,4855,22644,2581,6,0,0,Thursday,5,1.0,Other
8483,2021-05-24_02-28-26_UTC,242,0,4855,22644,2581,6,0,0,Monday,5,3.0,Other
8484,2021-05-19_20-57-33_UTC,293,0,4855,22644,2581,6,0,0,Wednesday,5,21.0,Other
8487,2021-05-10_22-13-33_UTC,298,0,4855,22644,2581,6,0,0,Monday,5,23.0,Other
8488,2021-05-05_20-20-18_UTC,247,0,4855,22644,2581,6,0,0,Wednesday,5,21.0,Other
8492,2021-04-14_04-24-11_UTC,327,0,4855,22644,2581,6,0,0,Wednesday,4,5.0,Other
8493,2021-04-10_02-38-32_UTC,403,0,4855,22644,2581,6,0,0,Saturday,4,3.0,Other
8498,2021-03-19_02-27-59_UTC,470,0,4855,22644,2581,6,0,0,Friday,3,3.0,Other
8501,2021-03-04_00-22-25_UTC,269,0,4855,22644,2581,6,0,0,Thursday,3,1.0,Other
8502,2021-02-23_03-17-32_UTC,282,0,4855,22644,2581,6,0,0,Tuesday,2,4.0,Other
8503,2021-02-17_02-27-11_UTC,297,0,4855,22644,2581,6,0,0,Wednesday,2,3.0,Other
8504,2021-02-14_02-48-38_UTC,369,0,4855,22644,2581,6,0,0,Sunday,2,3.0,Other
8505,2021-02-07_16-06-06_UTC,235,0,4855,22644,2581,6,0,0,Sunday,2,17.0,Other
8506,2021-02-05_05-58-50_UTC,498,0,4855,22644,2581,6,0,0,Friday,2,6.0,Other
8507,2021-02-04_04-02-32_UTC,434,0,4855,22644,2581,6,0,0,Thursday,2,5.0,Other
8508,2021-02-03_02-37-39_UTC,631,0,4855,22644,2581,6,0,0,Wednesday,2,3.0,Other
8514,2021-01-04_01-20-34_UTC,584,0,4855,22644,2581,6,0,0,Monday,1,2.0,Other
8515,2021-12-31_13-42-37_UTC,69,0,403,13494,108,15,0,0,Friday,12,14.0,Other
8517,2021-12-24_13-02-12_UTC,70,0,403,13494,108,15,0,0,Friday,12,14.0,Other
8518,2021-12-23_16-42-18_UTC,152,0,403,13494,108,15,0,0,Thursday,12,17.0,Other
8519,2021-12-22_14-00-57_UTC,350,0,403,13494,108,15,0,0,Wednesday,12,15.0,Other
8520,2021-12-19_22-05-22_UTC,38,0,403,13494,108,15,0,0,Sunday,12,23.0,Other
8521,2021-12-19_13-00-27_UTC,417,0,403,13494,108,15,0,0,Sunday,12,14.0,Other
8524,2021-12-03_12-00-05_UTC,196,0,403,13494,108,15,0,0,Friday,12,13.0,Other
8526,2021-11-25_14-28-12_UTC,246,0,403,13494,108,15,0,0,Thursday,11,15.0,Other
8527,2021-11-19_13-00-09_UTC,217,0,403,13494,108,15,0,0,Friday,11,14.0,Other
8530,2021-11-13_13-01-35_UTC,318,0,403,13494,108,15,0,0,Saturday,11,14.0,Other
8532,2021-11-12_21-21-07_UTC,191,0,403,13494,108,15,0,0,Friday,11,22.0,Other
8537,2021-11-09_12-35-52_UTC,395,0,403,13494,108,15,0,0,Tuesday,11,13.0,Other
8538,2021-11-08_17-00-17_UTC,322,0,403,13494,108,15,0,0,Monday,11,18.0,Other
8539,2021-11-08_15-09-26_UTC,287,0,403,13494,108,15,0,0,Monday,11,16.0,Other
8543,2021-11-03_13-14-50_UTC,467,0,403,13494,108,15,0,0,Wednesday,11,14.0,Other
8544,2021-11-02_13-00-10_UTC,119,0,403,13494,108,15,0,0,Tuesday,11,14.0,Other
8545,2021-11-01_14-35-18_UTC,250,0,403,13494,108,15,0,0,Monday,11,15.0,Other
8546,2021-10-31_13-15-11_UTC,136,0,403,13494,108,15,0,0,Sunday,10,14.0,Other
8548,2021-10-27_17-13-42_UTC,190,0,403,13494,108,15,0,0,Wednesday,10,18.0,Other
8549,2021-10-23_12-04-41_UTC,853,0,403,13494,108,15,0,0,Saturday,10,13.0,Other
8550,2021-10-21_14-18-50_UTC,274,0,403,13494,108,15,0,0,Thursday,10,15.0,Other
8552,2021-10-16_13-14-44_UTC,337,0,403,13494,108,15,0,0,Saturday,10,14.0,Other
8553,2021-10-14_13-11-09_UTC,258,0,403,13494,108,15,0,0,Thursday,10,14.0,Other
8554,2021-10-10_13-04-47_UTC,181,0,403,13494,108,15,0,0,Sunday,10,14.0,Other
8555,2021-10-08_14-35-57_UTC,257,0,403,13494,108,15,0,0,Friday,10,15.0,Other
8558,2021-09-27_13-55-10_UTC,338,0,403,13494,108,15,0,0,Monday,9,14.0,Other
8559,2021-09-26_12-56-16_UTC,254,0,403,13494,108,15,0,0,Sunday,9,13.0,Other
8560,2021-09-23_12-00-50_UTC,120,0,403,13494,108,15,0,0,Thursday,9,13.0,Other
8561,2021-09-21_13-04-39_UTC,155,0,403,13494,108,15,0,0,Tuesday,9,14.0,Other
8563,2021-09-15_15-05-25_UTC,489,0,403,13494,108,15,0,0,Wednesday,9,16.0,Other
8564,2021-09-13_16-30-12_UTC,418,0,403,13494,108,15,0,0,Monday,9,17.0,Other
8565,2021-09-06_18-55-44_UTC,433,0,403,13494,108,15,0,0,Monday,9,19.0,Other
8566,2021-09-01_13-02-19_UTC,877,0,403,13494,108,15,0,0,Wednesday,9,14.0,Other
8567,2021-08-30_16-13-22_UTC,399,0,403,13494,108,15,0,0,Monday,8,17.0,Other
8568,2021-08-25_14-30-43_UTC,420,0,403,13494,108,15,0,0,Wednesday,8,15.0,Other
8569,2021-08-21_13-54-47_UTC,614,0,403,13494,108,15,0,0,Saturday,8,14.0,Other
8570,2021-08-19_14-15-31_UTC,436,0,403,13494,108,15,0,0,Thursday,8,15.0,Other
8571,2021-08-16_16-35-09_UTC,470,0,403,13494,108,15,0,0,Monday,8,17.0,Other
8572,2021-08-14_22-17-09_UTC,506,0,403,13494,108,15,0,0,Saturday,8,23.0,Other
8574,2021-08-06_21-46-00_UTC,970,0,403,13494,108,15,0,0,Friday,8,22.0,Other
8575,2021-08-02_16-19-07_UTC,565,0,403,13494,108,15,0,0,Monday,8,17.0,Other
8576,2021-07-28_12-16-57_UTC,206,0,403,13494,108,15,0,0,Wednesday,7,13.0,Other
8577,2021-07-24_00-12-04_UTC,461,0,403,13494,108,15,0,0,Saturday,7,1.0,Other
8578,2021-07-23_15-29-39_UTC,197,0,403,13494,108,15,0,0,Friday,7,16.0,Other
8579,2021-07-22_15-01-01_UTC,459,0,403,13494,108,15,0,0,Thursday,7,16.0,Other
8580,2021-07-21_13-30-15_UTC,567,0,403,13494,108,15,0,0,Wednesday,7,14.0,Other
8581,2021-07-19_17-16-35_UTC,468,0,403,13494,108,15,0,0,Monday,7,18.0,Other
8582,2021-07-13_15-00-49_UTC,586,0,403,13494,108,15,0,0,Tuesday,7,16.0,Other
8583,2021-07-06_12-53-13_UTC,132,0,403,13494,108,15,0,0,Tuesday,7,13.0,Other
8584,2021-07-02_13-00-52_UTC,338,0,403,13494,108,15,0,0,Friday,7,14.0,Other
8585,2021-06-29_15-45-50_UTC,148,0,403,13494,108,15,0,0,Tuesday,6,16.0,Other
8587,2021-06-20_14-22-50_UTC,534,0,403,13494,108,15,0,0,Sunday,6,15.0,Other
8588,2021-06-15_11-59-52_UTC,577,0,403,13494,108,15,0,0,Tuesday,6,12.0,Other
8589,2021-06-11_16-12-20_UTC,961,0,403,13494,108,15,0,0,Friday,6,17.0,Other
8590,2021-06-06_15-40-11_UTC,474,0,403,13494,108,15,0,0,Sunday,6,16.0,Other
8591,2021-06-01_13-51-24_UTC,888,0,403,13494,108,15,0,0,Tuesday,6,14.0,Other
8592,2021-05-21_22-54-57_UTC,1722,0,403,13494,108,15,0,0,Friday,5,23.0,Other
8593,2021-05-17_13-16-30_UTC,641,0,403,13494,108,15,0,0,Monday,5,14.0,Other
8594,2021-05-15_21-09-20_UTC,646,0,403,13494,108,15,0,0,Saturday,5,22.0,Other
8595,2021-05-12_15-07-46_UTC,418,0,403,13494,108,15,0,0,Wednesday,5,16.0,Other
8596,2021-05-09_13-13-03_UTC,707,0,403,13494,108,15,0,0,Sunday,5,14.0,Other
8598,2021-05-04_14-07-44_UTC,349,0,403,13494,108,15,0,0,Tuesday,5,15.0,Other
8599,2021-05-01_13-51-21_UTC,669,0,403,13494,108,15,0,0,Saturday,5,14.0,Other
8602,2021-04-28_12-00-34_UTC,236,0,403,13494,108,15,0,0,Wednesday,4,13.0,Other
8603,2021-04-27_12-11-22_UTC,412,0,403,13494,108,15,0,0,Tuesday,4,13.0,Other
8604,2021-04-22_12-09-55_UTC,492,0,403,13494,108,15,0,0,Thursday,4,13.0,Other
8609,2021-04-10_12-30-44_UTC,403,0,403,13494,108,15,0,0,Saturday,4,13.0,Other
8611,2021-04-08_16-07-20_UTC,354,0,403,13494,108,15,0,0,Thursday,4,17.0,Other
8612,2021-04-07_12-21-10_UTC,463,0,403,13494,108,15,0,0,Wednesday,4,13.0,Other
8613,2021-04-04_13-41-44_UTC,475,0,403,13494,108,15,0,0,Sunday,4,14.0,Other
8614,2021-04-02_13-00-57_UTC,440,0,403,13494,108,15,0,0,Friday,4,14.0,Other
8617,2021-03-27_22-37-49_UTC,228,0,403,13494,108,15,0,0,Saturday,3,23.0,Other
8618,2021-03-27_17-16-30_UTC,439,0,403,13494,108,15,0,0,Saturday,3,18.0,Other
8619,2021-03-27_12-22-39_UTC,295,0,403,13494,108,15,0,0,Saturday,3,13.0,Other
8620,2021-03-25_20-44-10_UTC,395,0,403,13494,108,15,0,0,Thursday,3,21.0,Other
8621,2021-03-25_12-30-15_UTC,438,0,403,13494,108,15,0,0,Thursday,3,13.0,Other
8622,2021-03-22_12-30-17_UTC,358,0,403,13494,108,15,0,0,Monday,3,13.0,Other
8623,2021-03-21_18-08-48_UTC,414,0,403,13494,108,15,0,0,Sunday,3,19.0,Other
8624,2021-03-20_13-00-57_UTC,510,0,403,13494,108,15,0,0,Saturday,3,14.0,Other
8625,2021-03-19_15-24-39_UTC,315,0,403,13494,108,15,0,0,Friday,3,16.0,Other
8627,2021-03-13_13-00-54_UTC,462,0,403,13494,108,15,0,0,Saturday,3,14.0,Other
8628,2021-03-13_12-17-14_UTC,516,0,403,13494,108,15,0,0,Saturday,3,13.0,Other
8629,2021-03-08_13-01-00_UTC,527,0,403,13494,108,15,0,0,Monday,3,14.0,Other
8630,2021-03-05_12-30-58_UTC,666,0,403,13494,108,15,0,0,Friday,3,13.0,Other
8633,2021-02-27_13-13-48_UTC,392,0,403,13494,108,15,0,0,Saturday,2,14.0,Other
8634,2021-02-23_16-50-39_UTC,359,0,403,13494,108,15,0,0,Tuesday,2,17.0,Other
8635,2021-02-14_13-09-06_UTC,362,0,403,13494,108,15,0,0,Sunday,2,14.0,Other
8636,2021-02-12_15-56-16_UTC,378,0,403,13494,108,15,0,0,Friday,2,16.0,Other
8639,2021-02-08_13-20-11_UTC,295,0,403,13494,108,15,0,0,Monday,2,14.0,Other
8640,2021-02-06_13-00-21_UTC,312,0,403,13494,108,15,0,0,Saturday,2,14.0,Other
8641,2021-02-05_15-44-39_UTC,564,0,403,13494,108,15,0,0,Friday,2,16.0,Other
8642,2021-02-03_12-06-40_UTC,368,0,403,13494,108,15,0,0,Wednesday,2,13.0,Other
8645,2021-01-30_13-00-18_UTC,342,0,403,13494,108,15,0,0,Saturday,1,14.0,Other
8646,2021-01-29_01-35-34_UTC,535,0,403,13494,108,15,0,0,Friday,1,2.0,Other
8647,2021-01-27_14-29-27_UTC,364,0,403,13494,108,15,0,0,Wednesday,1,15.0,Other
8648,2021-01-25_13-27-12_UTC,313,0,403,13494,108,15,0,0,Monday,1,14.0,Other
